"subID","keyboard_condition","trial_type","trial_number","correct_num","response_num","response_rt","correct_space","response_space","probe_space","correct_width","response_width","probe_width","adjustment_duration","stim_length","exp_version","number_deviation","width_deviation","spacing_deviation","response_stim_length","compression_rate","actual_pooled_width","response_pooled_width","pooled_width_deviation","actual_width_density","response_width_density","width_density_deviation"
"6","left_right_width","initial",48,4,4,0.774211399955675,0.9,1,0.4,0.4,0.25,0.2,2.24589419993572,3.1,"Exp1A",0,-0.15,0.1,3.25,1.04838709677419,1.6,1,-0.6,0.516129032258065,0.307692307692308,-0.208436724565757
"6","left_right_width","match",50,5,4,0.790766899939626,0.675,0.8,0.8,0.1,0.1,0.3,3.0146844999399,2.8,"Exp1A",-1,1.38777878078145e-17,0.125,2.5,0.892857142857143,0.5,0.4,-0.0999999999999999,0.178571428571429,0.16,-0.0185714285714286
"6","left_right_width","match",51,5,4,0.830271699931473,0.525,0.2,0.3,0.25,1.1,0.3,8.03542830003425,2.35,"Exp1A",-1,0.85,-0.325,1.7,0.723404255319149,1.25,4.4,3.15,0.531914893617021,2.58823529411765,2.05632040050063
"6","left_right_width","initial",1,4,3,0.764933200087398,0.7,0.7,0.7,0.1,0.2,0.45,2.68592329998501,2.2,"Exp1A",-1,0.1,0,1.6,0.727272727272727,0.4,0.6,0.2,0.181818181818182,0.375,0.193181818181818
"6","left_right_width","initial",3,3,3,0.79823899990879,0.5,0.55,0.3,0.25,0.25,0.1,3.50100179994479,1.25,"Exp1A",0,0,0.05,1.35,1.08,0.75,0.75,0,0.6,0.555555555555555,-0.0444444444444445
"6","left_right_width","initial",4,4,3,0.917773599969223,0.7,1.3,1.3,0.4,0.45,0.2,1.83825609995984,2.5,"Exp1A",-1,0.0499999999999999,0.6,3.05,1.22,1.6,1.35,-0.25,0.64,0.442622950819672,-0.197377049180328
"6","left_right_width","match",5,4,4,0.974930800031871,0.333333333333333,1,0.5,0.1,0.2,0.45,3.78465529996902,1.1,"Exp1A",0,0.1,0.666666666666667,3.2,2.90909090909091,0.4,0.8,0.4,0.363636363636364,0.25,-0.113636363636364
"6","left_right_width","initial",8,5,4,0.97968260012567,0.5,0.8,1.3,0.4,0.45,0.25,2.33160119992681,2.4,"Exp1A",-1,0.0499999999999999,0.3,2.85,1.1875,2,1.8,-0.2,0.833333333333333,0.631578947368421,-0.201754385964912
"6","left_right_width","initial",9,5,4,2.47092500003055,0.9,1.2,1.2,0.4,0.5,0.4,1.17124289995991,4,"Exp1A",-1,0.1,0.3,4.1,1.025,2,2,0,0.5,0.487804878048781,-0.0121951219512195
"6","left_right_width","initial",10,5,4,0.976244899909943,0.9,0.2,0.3,0.1,0.4,0.3,2.96869290014729,3.7,"Exp1A",-1,0.3,-0.7,1,0.27027027027027,0.5,1.6,1.1,0.135135135135135,1.6,1.46486486486486
"6","left_right_width","match",13,5,4,0.847722599981353,0.375,0.4,0.7,0.25,0.25,0.25,2.89101739996113,1.75,"Exp1A",-1,0,0.025,1.45,0.828571428571429,1.25,1,-0.25,0.714285714285714,0.689655172413793,-0.0246305418719213
"6","left_right_width","match",15,3,3,0.713034599786624,1.8,1.15,0.8,0.4,0.25,0.45,4.74683270021342,4,"Exp1A",0,-0.15,-0.65,2.55,0.6375,1.2,0.75,-0.45,0.3,0.294117647058824,-0.00588235294117639
"6","left_right_width","match",18,5,4,0.808939599897712,0.4125,0.5,1.3,0.25,0.25,0.25,3.04583760001697,1.9,"Exp1A",-1,0,0.0875,1.75,0.921052631578947,1.25,1,-0.25,0.657894736842105,0.571428571428571,-0.0864661654135339
"6","left_right_width","match",19,4,4,0.806207200046629,0.466666666666667,0.9,1.2,0.25,0.25,0.1,3.44394379993901,1.65,"Exp1A",0,0,0.433333333333333,2.95,1.78787878787879,1,1,0,0.606060606060606,0.338983050847458,-0.267077555213148
"6","left_right_width","match",20,3,3,0.749636999797076,1.8,1.1,0.8,0.1,0.2,0.4,4.59303619991988,3.7,"Exp1A",0,0.1,-0.7,2.4,0.648648648648649,0.3,0.6,0.3,0.0810810810810811,0.25,0.168918918918919
"6","left_right_width","match",21,5,4,0.825577300041914,0.675,0.9,0.4,0.4,0.15,0.2,4.86946700001135,3.1,"Exp1A",-1,-0.25,0.225,2.85,0.919354838709677,2,0.6,-1.4,0.645161290322581,0.210526315789474,-0.434634974533107
"6","left_right_width","initial",22,4,4,0.928989100037143,0.9,0.8,0.6,0.1,0.15,0.3,4.65032760007307,2.8,"Exp1A",0,0.05,-0.1,2.55,0.910714285714286,0.4,0.6,0.2,0.142857142857143,0.235294117647059,0.092436974789916
"6","left_right_width","initial",26,3,2,0.807504400145262,0.7,1.4,1.6,0.1,0.1,0.3,2.51884740008973,1.5,"Exp1A",-1,1.38777878078145e-17,0.7,1.5,1,0.3,0.2,-0.1,0.2,0.133333333333333,-0.0666666666666667
"6","left_right_width","initial",27,4,3,0.830455999821424,0.5,1.25,1.2,0.4,0.4,0.1,3.53375960001722,1.9,"Exp1A",-1,-5.55111512312578e-17,0.75,2.9,1.52631578947368,1.6,1.2,-0.4,0.842105263157895,0.413793103448276,-0.428312159709619
"6","left_right_width","match",28,4,4,0.833515400066972,0.466666666666667,0.6,0.3,0.1,0.15,0.15,1.61353169986978,1.5,"Exp1A",0,0.05,0.133333333333333,1.95,1.3,0.4,0.6,0.2,0.266666666666667,0.307692307692308,0.041025641025641
"6","left_right_width","initial",29,3,2,0.821517700096592,0.7,1.4,1.6,0.25,0.25,0.4,2.65653080004267,1.65,"Exp1A",-1,5.55111512312578e-17,0.7,1.65,1,0.75,0.5,-0.25,0.454545454545455,0.303030303030303,-0.151515151515151
"6","left_right_width","match",36,4,3,0.975696000037715,0.466666666666667,0.6,1.2,0.4,0.4,0.35,4.50152119994164,1.8,"Exp1A",-1,-5.55111512312578e-17,0.133333333333333,1.6,0.888888888888889,1.6,1.2,-0.4,0.888888888888889,0.75,-0.138888888888889
"6","left_right_width","match",38,5,2,1.14308620011434,0.525,1.6,1.6,0.1,0.35,0.35,1.36843309993856,2.2,"Exp1A",-3,0.25,1.075,1.95,0.886363636363636,0.5,0.7,0.2,0.227272727272727,0.358974358974359,0.131701631701632
"6","left_right_width","initial",39,4,2,0.888197000138462,0.9,1.3,1.6,0.4,0.55,0.15,2.97917559999041,3.1,"Exp1A",-2,0.15,0.4,1.85,0.596774193548387,1.6,1.1,-0.5,0.516129032258065,0.594594594594595,0.07846556233653
"6","left_right_width","match",40,5,4,1.20880759996362,0.525,1,1.1,0.4,0.55,0.35,4.43992089992389,2.5,"Exp1A",-1,0.15,0.475,3.55,1.42,2,2.2,0.2,0.8,0.619718309859155,-0.180281690140845
"6","left_right_width","match",42,5,4,1.029395399848,0.375,0.9,0.6,0.1,0.2,0.3,4.41085459990427,1.6,"Exp1A",-1,0.1,0.525,2.9,1.8125,0.5,0.8,0.3,0.3125,0.275862068965517,-0.0366379310344828
"6","left_right_width","initial",44,3,3,1.21434689988382,0.5,0.7,0.4,0.4,0.25,0.25,2.17151819984429,1.4,"Exp1A",0,-0.15,0.2,1.65,1.17857142857143,1.2,0.75,-0.45,0.857142857142857,0.454545454545455,-0.402597402597403
"6","left_right_width","match",45,3,2,0.892134800087661,1,1.6,1.6,0.25,0.3,0.25,1.03269000002183,2.25,"Exp1A",-1,0.05,0.6,1.9,0.844444444444445,0.75,0.6,-0.15,0.333333333333333,0.315789473684211,-0.0175438596491228
"6","left_right_width","match",46,3,2,0.886636899784207,1.475,2.4,1.6,0.25,0.3,0.4,5.90634689992294,3.2,"Exp1A",-1,0.05,0.925,2.7,0.84375,0.75,0.6,-0.15,0.234375,0.222222222222222,-0.0121527777777778
"6","left_right_width","match",48,4,3,0.83095040009357,0.333333333333333,0.55,0.9,0.25,0.35,0.25,3.11700279987417,1.25,"Exp1A",-1,0.1,0.216666666666667,1.45,1.16,1,1.05,0.0499999999999998,0.8,0.724137931034483,-0.0758620689655175
"6","left_right_width","initial",49,3,2,0.835066800005734,0.5,0.7,1.6,0.1,0.35,0.25,3.0412004000973,1.1,"Exp1A",-1,0.25,0.2,1.05,0.954545454545454,0.3,0.7,0.4,0.272727272727273,0.666666666666667,0.393939393939394
"6","left_right_width","initial",50,5,4,1.09667699993588,0.9,0.8,1.3,0.25,0.4,0.4,1.96563010010868,3.85,"Exp1A",-1,0.15,-0.1,2.8,0.727272727272727,1.25,1.6,0.35,0.324675324675325,0.571428571428571,0.246753246753247
"6","left_right_width","match",51,3,2,0.864220499992371,1.4,1.4,1.6,0.1,0.2,0.35,3.1012818000745,2.9,"Exp1A",-1,0.1,0,1.6,0.551724137931034,0.3,0.4,0.1,0.103448275862069,0.25,0.146551724137931
"6","left_right_width","initial",52,5,4,0.877590199932456,0.5,1.1,1.2,0.25,0.4,0.1,2.04216190008447,2.25,"Exp1A",-1,0.15,0.6,3.7,1.64444444444444,1.25,1.6,0.35,0.555555555555556,0.432432432432432,-0.123123123123123
"6","left_right_width","match",53,4,4,1.00056670000777,0.6,1.3,1.3,0.4,0.4,0.1,1.43969020014629,2.2,"Exp1A",0,-5.55111512312578e-17,0.7,4.3,1.95454545454545,1.6,1.6,-2.22044604925031e-16,0.727272727272727,0.372093023255814,-0.355179704016913
"6","left_right_width","match",54,5,4,0.81848629983142,0.675,0.7,0.4,0.25,0.2,0.3,2.94383549992926,2.95,"Exp1A",-1,-0.05,0.0249999999999999,2.3,0.779661016949152,1.25,0.8,-0.45,0.423728813559322,0.347826086956522,-0.0759027266028002
"6","left_right_width","initial",1,3,2,0.805543399881572,0.7,1.6,1.6,0.25,0.3,0.15,1.01398449996486,1.65,"Exp1A",-1,0.05,0.9,1.9,1.15151515151515,0.75,0.6,-0.15,0.454545454545455,0.315789473684211,-0.138755980861244
"6","left_right_width","initial",2,4,3,1.05220040003769,0.5,1.2,1.2,0.4,0.4,0.15,1.16692929994315,1.9,"Exp1A",-1,-5.55111512312578e-17,0.7,2.8,1.47368421052632,1.6,1.2,-0.4,0.842105263157895,0.428571428571429,-0.413533834586466
"6","left_right_width","initial",3,3,3,0.77773779979907,0.5,0.8,0.8,0.25,0.3,0.1,1.27195529988967,1.25,"Exp1A",0,0.05,0.3,1.9,1.52,0.75,0.9,0.15,0.6,0.473684210526316,-0.126315789473684
"6","left_right_width","initial",4,4,3,0.702863099984825,0.5,1.2,1.2,0.25,0.45,0.2,1.08839460019954,1.75,"Exp1A",-1,0.2,0.7,2.85,1.62857142857143,1,1.35,0.35,0.571428571428571,0.473684210526316,-0.0977443609022556
"6","left_right_width","match",6,5,3,1.24836129997857,0.675,0.65,0.4,0.1,0.2,0.15,1.97809699992649,2.8,"Exp1A",-2,0.1,-0.0249999999999999,1.5,0.535714285714286,0.5,0.6,0.1,0.178571428571429,0.4,0.221428571428572
"6","left_right_width","match",7,4,4,0.859127199975774,0.333333333333333,0.8,0.8,0.25,0.25,0.45,2.4533352998551,1.25,"Exp1A",0,5.55111512312578e-17,0.466666666666667,2.65,2.12,1,1,2.22044604925031e-16,0.8,0.377358490566038,-0.422641509433962
"6","left_right_width","match",8,5,5,0.855732899857685,0.525,0.65,0.5,0.25,0.25,0.35,2.09925389988348,2.35,"Exp1A",0,0,0.125,2.85,1.21276595744681,1.25,1.25,0,0.531914893617021,0.43859649122807,-0.0933184023889511
"6","left_right_width","initial",11,3,2,0.776196100050583,0.5,1.6,1.6,0.1,0.15,0.1,2.3129374999553,1.1,"Exp1A",-1,0.05,1.1,1.75,1.59090909090909,0.3,0.3,0,0.272727272727273,0.171428571428571,-0.101298701298701
"6","left_right_width","match",12,5,4,0.81462819990702,0.525,1.1,1.1,0.1,0.15,0.45,3.19599589984864,2.2,"Exp1A",-1,0.0500000000000001,0.575,3.45,1.56818181818182,0.5,0.6,0.1,0.227272727272727,0.173913043478261,-0.0533596837944663
"6","left_right_width","match",13,3,2,0.745751399779692,1.8,3.4,1.6,0.25,0.2,0.45,6.12257469980977,3.85,"Exp1A",-1,-0.0499999999999999,1.6,3.6,0.935064935064935,0.75,0.4,-0.35,0.194805194805195,0.111111111111111,-0.0836940836940837
"6","left_right_width","initial",14,5,4,0.808142600115389,0.9,1.8,0.7,0.25,0.25,0.25,3.1601299000904,3.85,"Exp1A",-1,0,0.9,5.65,1.46753246753247,1.25,1,-0.25,0.324675324675325,0.176991150442478,-0.147684174232847
"6","left_right_width","match",15,3,2,0.793070599902421,1.4,2.6,1.6,0.25,0.4,0.1,3.86342649976723,3.05,"Exp1A",-1,0.15,1.2,3,0.983606557377049,0.75,0.8,0.0499999999999999,0.245901639344262,0.266666666666667,0.0207650273224043
"6","left_right_width","match",16,5,4,0.7685128999874,0.675,1.5,1,0.25,0.3,0.4,2.61012570001185,2.95,"Exp1A",-1,0.05,0.825,4.8,1.6271186440678,1.25,1.2,-0.0499999999999998,0.423728813559322,0.25,-0.173728813559322
"6","left_right_width","match",17,3,2,0.858198799891397,1,1.8,1.6,0.25,0.2,0.45,2.56508460012265,2.25,"Exp1A",-1,-0.0499999999999999,0.8,2,0.888888888888889,0.75,0.4,-0.35,0.333333333333333,0.2,-0.133333333333333
"6","left_right_width","initial",18,5,4,0.823117500171065,0.5,0.8,1.3,0.4,0.5,0.4,1.57564920000732,2.4,"Exp1A",-1,0.1,0.3,2.9,1.20833333333333,2,2,0,0.833333333333333,0.689655172413793,-0.14367816091954
"6","left_right_width","match",19,4,4,0.766271600034088,0.466666666666667,0.1,0.3,0.1,0.4,0.3,3.67826089984737,1.5,"Exp1A",0,0.3,-0.366666666666667,0.7,0.466666666666667,0.4,1.6,1.2,0.266666666666667,2.28571428571429,2.01904761904762
"6","left_right_width","initial",20,4,4,0.776462699985132,0.9,1,1.1,0.4,0.45,0.25,1.83168320008554,3.1,"Exp1A",0,0.0499999999999999,0.1,3.45,1.11290322580645,1.6,1.8,0.2,0.516129032258065,0.521739130434782,0.00561009817671798
"6","left_right_width","match",24,4,3,1.29028180008754,0.466666666666667,0.5,0.7,0.4,0.35,0.3,3.82889309991151,1.8,"Exp1A",-1,-0.05,0.0333333333333333,1.35,0.75,1.6,1.05,-0.55,0.888888888888889,0.777777777777778,-0.111111111111111
"6","left_right_width","initial",25,3,3,0.846993499901146,0.7,0.8,0.8,0.4,0.55,0.2,1.70853069983423,1.8,"Exp1A",0,0.15,0.1,2.15,1.19444444444444,1.2,1.65,0.45,0.666666666666667,0.767441860465116,0.10077519379845
"6","left_right_width","initial",26,4,3,1.10216000000946,0.7,0.7,0.5,0.25,0.35,0.1,2.78580090007745,2.35,"Exp1A",-1,0.1,0,1.75,0.74468085106383,1,1.05,0.0499999999999998,0.425531914893617,0.6,0.174468085106383
"6","left_right_width","initial",28,4,3,0.768091100035235,0.9,0.9,0.5,0.1,0.1,0.3,3.6173772001639,2.8,"Exp1A",-1,1.38777878078145e-17,0,1.9,0.678571428571429,0.4,0.3,-0.1,0.142857142857143,0.157894736842105,0.0150375939849624
"6","left_right_width","initial",29,5,5,0.998921500053257,0.7,1.3,1.2,0.25,0.35,0.3,2.70295020006597,3.05,"Exp1A",0,0.1,0.6,5.55,1.81967213114754,1.25,1.75,0.5,0.409836065573771,0.315315315315315,-0.0945207502584552
"6","left_right_width","match",33,4,4,0.939811000134796,0.466666666666667,0.7,0.7,0.25,0.3,0.1,4.72334009991027,1.65,"Exp1A",0,0.05,0.233333333333333,2.4,1.45454545454545,1,1.2,0.2,0.606060606060606,0.5,-0.106060606060606
"6","left_right_width","initial",34,3,2,0.744211199926212,0.9,1.6,1.6,0.1,0.1,0.45,2.954287200002,1.9,"Exp1A",-1,6.93889390390723e-17,0.7,1.7,0.894736842105263,0.3,0.2,-0.0999999999999999,0.157894736842105,0.117647058823529,-0.0402476780185758
"6","left_right_width","initial",35,3,2,0.899418799905106,0.5,1.8,1.6,0.4,0.45,0.2,3.0392797999084,1.4,"Exp1A",-1,0.0499999999999999,1.3,2.25,1.60714285714286,1.2,0.9,-0.3,0.857142857142857,0.4,-0.457142857142857
"6","left_right_width","match",36,3,3,1.0252918000333,1,0.95,0.8,0.4,0.4,0.15,2.77534219995141,2.4,"Exp1A",0,-5.55111512312578e-17,-0.0499999999999999,2.3,0.958333333333333,1.2,1.2,-2.22044604925031e-16,0.5,0.521739130434783,0.0217391304347825
"6","left_right_width","match",37,5,5,1.11904009990394,0.675,1,1.3,0.4,0.5,0.35,2.27422209992073,3.1,"Exp1A",0,0.0999999999999999,0.325,4.5,1.45161290322581,2,2.5,0.5,0.645161290322581,0.555555555555555,-0.0896057347670252
"6","left_right_width","initial",38,4,4,0.97230609995313,0.9,0.9,0.5,0.25,0.2,0.35,3.77926769992337,2.95,"Exp1A",0,-0.05,0,2.9,0.983050847457627,1,0.8,-0.2,0.338983050847458,0.275862068965517,-0.0631209818819404
"6","left_right_width","initial",39,3,2,0.799333800096065,0.7,1.5,1.6,0.1,0.25,0.4,2.02829020004719,1.5,"Exp1A",-1,0.15,0.8,1.75,1.16666666666667,0.3,0.5,0.2,0.2,0.285714285714286,0.0857142857142857
"6","left_right_width","match",40,5,4,0.950401499867439,0.375,1.3,0.7,0.1,0.2,0.4,2.86200700001791,1.6,"Exp1A",-1,0.1,0.925,4.1,2.5625,0.5,0.8,0.3,0.3125,0.195121951219512,-0.117378048780488
"6","left_right_width","initial",41,5,5,0.963752999901772,0.7,0.85,0.9,0.4,0.4,0.1,5.22966149984859,3.2,"Exp1A",0,-5.55111512312578e-17,0.15,3.8,1.1875,2,2,-2.22044604925031e-16,0.625,0.526315789473684,-0.0986842105263158
"6","left_right_width","initial",42,4,3,0.881708799861372,0.7,1.1,1.2,0.1,0.15,0.45,2.81286659999751,2.2,"Exp1A",-1,0.0500000000000001,0.4,2.35,1.06818181818182,0.4,0.45,0.0500000000000002,0.181818181818182,0.191489361702128,0.00967117988394589
"6","left_right_width","match",43,4,4,1.08556109992787,0.6,0.7,0.3,0.4,0.2,0.15,2.56197119993158,2.2,"Exp1A",0,-0.2,0.0999999999999999,2.3,1.04545454545455,1.6,0.8,-0.8,0.727272727272727,0.347826086956522,-0.379446640316206
"6","left_right_width","initial",44,3,3,0.796703800093383,0.9,0.85,0.5,0.4,0.3,0.4,3.03553320001811,2.2,"Exp1A",0,-0.1,-0.05,2,0.909090909090909,1.2,0.9,-0.3,0.545454545454546,0.45,-0.0954545454545455
"6","left_right_width","initial",45,4,4,0.836108799790964,0.5,1,0.9,0.1,0.15,0.4,2.1600076998584,1.6,"Exp1A",0,0.0500000000000001,0.5,3.15,1.96875,0.4,0.6,0.2,0.25,0.190476190476191,-0.0595238095238094
"6","left_right_width","initial",46,5,5,0.811861700145528,0.5,1.05,1,0.1,0.2,0.4,2.87482030014507,2.1,"Exp1A",0,0.1,0.55,4.4,2.0952380952381,0.5,1,0.5,0.238095238095238,0.227272727272727,-0.0108225108225107
"6","left_right_width","match",47,5,5,0.871490699937567,0.4125,0.9,0.9,0.25,0.2,0.35,1.63429119996727,1.9,"Exp1A",0,-0.05,0.4875,3.8,2,1.25,1,-0.25,0.657894736842105,0.263157894736842,-0.394736842105263
"6","left_right_width","initial",48,5,4,0.890847600065172,0.7,1,0.4,0.1,0.05,0.25,2.46806160011329,2.9,"Exp1A",-1,-0.05,0.3,3.05,1.05172413793103,0.5,0.2,-0.3,0.172413793103448,0.0655737704918033,-0.106840022611645
"6","left_right_width","match",49,3,2,0.796384799992666,1.475,1.6,1.6,0.25,0.1,0.25,2.57210920006037,3.2,"Exp1A",-1,-0.15,0.125,1.7,0.53125,0.75,0.2,-0.55,0.234375,0.117647058823529,-0.116727941176471
"6","left_right_width","match",50,3,3,0.855649200035259,1.8,1.15,1.1,0.4,0.15,0.25,2.77398949977942,4,"Exp1A",0,-0.25,-0.65,2.45,0.6125,1.2,0.45,-0.75,0.3,0.183673469387755,-0.116326530612245
"6","left_right_width","initial",51,5,5,0.999610499944538,0.9,1.05,1.2,0.1,0.1,0.2,2.28801050013863,3.7,"Exp1A",0,1.38777878078145e-17,0.15,4.3,1.16216216216216,0.5,0.5,1.11022302462516e-16,0.135135135135135,0.116279069767442,-0.0188560653676932
"6","left_right_width","match",52,5,5,0.880402100039646,0.375,0.85,1.2,0.25,0.3,0.25,2.81171840010211,1.75,"Exp1A",0,0.05,0.475,3.7,2.11428571428571,1.25,1.5,0.25,0.714285714285714,0.405405405405405,-0.308880308880309
"6","left_right_width","match",53,3,3,0.818438600050285,1.4,0.95,1,0.1,0.15,0.45,2.71923579997383,2.9,"Exp1A",0,0.0500000000000001,-0.45,2.05,0.706896551724138,0.3,0.45,0.15,0.103448275862069,0.219512195121951,0.116063919259882
"6","left_right_width","initial",54,5,4,0.890731000108644,0.5,1,0.4,0.25,0.25,0.25,1.83055300009437,2.25,"Exp1A",-1,0,0.5,3.25,1.44444444444444,1.25,1,-0.25,0.555555555555556,0.307692307692308,-0.247863247863248
"7","up_down_width","initial",1,5,4,1.83824379998259,0.7,0.6,0.6,0.4,0.4,0.4,3.84084469988011,3.2,"Exp1A",-1,0,-0.1,2.2,0.6875,2,1.6,-0.4,0.625,0.727272727272727,0.102272727272727
"7","up_down_width","match",2,4,4,1.57411730010062,0.6,1.2,1.2,0.25,0.3,0.1,4.18223230005242,2.05,"Exp1A",0,0.05,0.6,3.9,1.90243902439024,1,1.2,0.2,0.487804878048781,0.307692307692308,-0.180112570356473
"7","up_down_width","initial",3,5,4,2.48543889983557,0.5,0.8,1.2,0.25,0.3,0.15,5.79077799990773,2.25,"Exp1A",-1,0.05,0.3,2.7,1.2,1.25,1.2,-0.05,0.555555555555556,0.444444444444444,-0.111111111111111
"7","up_down_width","match",4,3,3,1.62793339998461,1.8,1.1,1,0.4,0.35,0.2,2.73014930007048,4,"Exp1A",0,-0.05,-0.7,2.55,0.6375,1.2,1.05,-0.15,0.3,0.411764705882353,0.111764705882353
"7","up_down_width","match",5,3,3,1.42074600001797,1.475,0.95,0.4,0.25,0.25,0.2,13.2038893999998,3.2,"Exp1A",0,0,-0.525,2.15,0.671875,0.75,0.75,0,0.234375,0.348837209302326,0.114462209302326
"7","up_down_width","match",6,3,3,1.45530060003512,1,1.05,0.5,0.4,0.3,0.15,8.27506679994985,2.4,"Exp1A",0,-0.1,0.0500000000000002,2.4,1,1.2,0.9,-0.3,0.5,0.375,-0.125
"7","up_down_width","match",7,5,4,2.90745479986072,0.4125,0.5,0.7,0.25,0.25,0.35,9.02694900007918,1.9,"Exp1A",-1,0,0.0875,1.75,0.921052631578947,1.25,1,-0.25,0.657894736842105,0.571428571428571,-0.0864661654135339
"7","up_down_width","match",8,3,3,2.13325530011207,1,1.2,1.2,0.25,0.25,0.2,3.03890549996868,2.25,"Exp1A",0,0,0.2,2.65,1.17777777777778,0.75,0.75,0,0.333333333333333,0.283018867924528,-0.050314465408805
"7","up_down_width","initial",9,3,3,1.5763640999794,0.7,0.8,0.9,0.25,0.2,0.4,6.95171759999357,1.65,"Exp1A",0,-0.0499999999999999,0.1,1.8,1.09090909090909,0.75,0.6,-0.15,0.454545454545455,0.333333333333333,-0.121212121212121
"7","up_down_width","initial",10,5,4,1.59281000006013,0.5,0.9,0.9,0.4,0.4,0.2,5.02955229999498,2.4,"Exp1A",-1,-5.55111512312578e-17,0.4,3.1,1.29166666666667,2,1.6,-0.4,0.833333333333333,0.516129032258065,-0.317204301075269
"7","up_down_width","match",11,3,3,1.79938130010851,1.8,1.65,1.3,0.25,0.2,0.2,4.8940548999235,3.85,"Exp1A",0,-0.05,-0.15,3.5,0.909090909090909,0.75,0.6,-0.15,0.194805194805195,0.171428571428571,-0.0233766233766234
"7","up_down_width","match",12,4,3,6.0615643998608,0.466666666666667,0.7,1,0.1,0.15,0.3,8.95193860004656,1.5,"Exp1A",-1,0.05,0.233333333333333,1.55,1.03333333333333,0.4,0.45,0.05,0.266666666666667,0.290322580645161,0.0236559139784947
"7","up_down_width","initial",13,4,3,6.42065649991855,0.9,0.65,0.5,0.25,0.15,0.1,4.44769379985519,2.95,"Exp1A",-1,-0.1,-0.25,1.45,0.491525423728814,1,0.45,-0.55,0.338983050847458,0.310344827586207,-0.0286382232612507
"7","up_down_width","match",14,4,3,4.17370349983685,0.333333333333333,0.55,1.1,0.25,0.25,0.15,7.10982839995995,1.25,"Exp1A",-1,0,0.216666666666667,1.35,1.08,1,0.75,-0.25,0.8,0.555555555555555,-0.244444444444445
"7","up_down_width","initial",15,4,4,3.44557860004716,0.5,0.5,1.1,0.1,0.1,0.15,6.02231969987042,1.6,"Exp1A",0,1.38777878078145e-17,0,1.6,1,0.4,0.4,5.55111512312578e-17,0.25,0.25,5.55111512312578e-17
"7","up_down_width","match",16,5,5,2.28161239996552,0.675,0.7,0.7,0.25,0.15,0.2,4.39793259999715,2.95,"Exp1A",0,-0.1,0.0249999999999999,2.95,1,1.25,0.75,-0.5,0.423728813559322,0.254237288135593,-0.169491525423729
"7","up_down_width","initial",17,5,5,5.14778629993089,0.9,0.7,1.1,0.25,0.15,0.3,6.60472890012898,3.85,"Exp1A",0,-0.1,-0.2,2.95,0.766233766233766,1.25,0.75,-0.5,0.324675324675325,0.254237288135593,-0.0704380365397314
"7","up_down_width","match",18,5,4,4.08152480004355,0.375,0.5,0.8,0.25,0.25,0.15,4.81441919994541,1.75,"Exp1A",-1,0,0.125,1.75,1,1.25,1,-0.25,0.714285714285714,0.571428571428571,-0.142857142857143
"7","up_down_width","match",19,5,5,5.59366610017605,0.675,0.45,0.3,0.4,0.25,0.15,5.33465930004604,3.1,"Exp1A",0,-0.15,-0.225,2.05,0.661290322580645,2,1.25,-0.75,0.645161290322581,0.609756097560976,-0.0354051927616049
"7","up_down_width","initial",20,3,3,1.66404989990406,0.9,0.8,0.8,0.25,0.25,0.1,2.30163390003145,2.05,"Exp1A",0,0,-0.1,1.85,0.902439024390244,0.75,0.75,0,0.365853658536585,0.405405405405405,0.03955174686882
"7","up_down_width","match",21,4,3,1.53335479996167,0.466666666666667,0.35,1.1,0.4,0.3,0.35,6.94394450006075,1.8,"Exp1A",-1,-0.1,-0.116666666666667,1,0.555555555555556,1.6,0.9,-0.7,0.888888888888889,0.9,0.011111111111111
"7","up_down_width","initial",22,3,3,1.49055089987814,0.9,1.15,0.6,0.1,0.1,0.35,5.76572169992141,1.9,"Exp1A",0,1.38777878078145e-17,0.25,2.4,1.26315789473684,0.3,0.3,0,0.157894736842105,0.125,-0.0328947368421053
"7","up_down_width","initial",23,3,3,1.66359939984977,0.9,0.8,0.8,0.4,0.3,0.3,2.93917040014639,2.2,"Exp1A",0,-0.1,-0.1,1.9,0.863636363636364,1.2,0.9,-0.3,0.545454545454546,0.473684210526316,-0.0717703349282298
"7","up_down_width","initial",24,5,4,3.66083860001527,0.7,1.1,0.7,0.1,0.1,0.1,3.9767140999902,2.9,"Exp1A",-1,0,0.4,3.4,1.17241379310345,0.5,0.4,-0.1,0.172413793103448,0.117647058823529,-0.0547667342799189
"7","up_down_width","match",25,4,4,2.56109200022183,0.6,0.6,0.8,0.4,0.3,0.45,2.87104060011916,2.2,"Exp1A",0,-0.1,-1.11022302462516e-16,2.1,0.954545454545454,1.6,1.2,-0.4,0.727272727272727,0.571428571428572,-0.155844155844156
"7","up_down_width","initial",26,4,4,1.48668879992329,0.7,0.9,1.3,0.4,0.4,0.1,4.19435220002197,2.5,"Exp1A",0,-5.55111512312578e-17,0.2,3.1,1.24,1.6,1.6,-2.22044604925031e-16,0.64,0.516129032258065,-0.123870967741936
"7","up_down_width","initial",27,4,4,2.0110166000668,0.7,0.6,1,0.25,0.3,0.2,3.94338489999063,2.35,"Exp1A",0,0.05,-0.1,2.1,0.893617021276596,1,1.2,0.2,0.425531914893617,0.571428571428572,0.145896656534954
