"participant","stim_length","amount","center_to_center","w","trial_type","loop.thisN","response","key_resp.rt","starting_width_deg","starting_space_deg","response_width_degree","response_spacing_degree","next_5.rt","resp_group"
6,1.4,4,0.383333333333333,0.25,"match",42,3,0.84559079981409,0.35,1.3,0.45,0.8,2.72620659996755,"left_right_width"
6,1.8,4,0.466666666666667,0.4,"match",43,4,0.874900999944657,0.2,1.2,0.6,1.2,1.78083029994741,"left_right_width"
6,2.2,5,0.525,0.1,"match",44,4,0.832061300054193,0.45,0.5,0.25,0.9,3.51812030002475,"left_right_width"
6,1.9,4,0.5,0.4,"initial",45,4,0.936232500011101,0.45,1.3,0.35,0.8,3.2620754998643,"left_right_width"
6,2.95,4,0.9,0.25,"initial",46,4,0.849399799946696,0.2,0.8,0.25,0.8,0.784633900038898,"left_right_width"
6,3.1,4,0.9,0.4,"initial",47,4,0.774211399955675,0.2,0.4,0.25,1,2.24589419993572,"left_right_width"
6,1.5,3,0.7,0.1,"initial",48,4,0.812976700020954,0.35,1.2,0.35,1.2,0.332865300122648,"left_right_width"
6,2.8,5,0.675,0.1,"match",49,4,0.790766899939626,0.3,0.8,0.1,0.8,3.0146844999399,"left_right_width"
6,2.35,5,0.525,0.25,"match",50,4,0.830271699931473,0.3,0.3,1.1,0.2,8.03542830003425,"left_right_width"
6,3.85,5,0.9,0.25,"initial",51,4,0.780216000042856,0.45,1.3,0.45,1.3,0.669722399907187,"left_right_width"
6,2.2,3,0.9,0.4,"initial",52,3,0.785378400003538,0.45,1.2,0.45,1.2,0.448100300040096,"left_right_width"
6,1.6,5,0.375,0.1,"match",53,4,0.855620899936184,0.1,0.8,0.1,0.8,0.482831900008023,"left_right_width"
6,2.2,4,0.7,0.1,"initial",0,3,0.764933200087398,0.45,0.7,0.2,0.7,2.68592329998501,"left_right_width"
6,2.4,3,1,0.4,"match",1,3,0.734631499974057,0.4,1.1,0.4,1.1,0.513388199964538,"left_right_width"
6,1.25,3,0.5,0.25,"initial",2,3,0.79823899990879,0.1,0.3,0.25,0.55,3.50100179994479,"left_right_width"
6,2.5,4,0.7,0.4,"initial",3,3,0.917773599969223,0.2,1.3,0.45,1.3,1.83825609995984,"left_right_width"
6,1.1,4,0.333333333333333,0.1,"match",4,4,0.974930800031871,0.45,0.5,0.2,1,3.78465529996902,"left_right_width"
6,1.4,4,0.383333333333333,0.25,"match",5,4,0.960085100028664,0.25,0.5,0.25,0.5,0.64665580005385,"left_right_width"
6,1.6,4,0.5,0.1,"initial",6,3,0.843518399866298,0.25,0.9,0.25,0.9,0.744433599989861,"left_right_width"
6,2.4,5,0.5,0.4,"initial",7,4,0.97968260012567,0.25,1.3,0.45,0.8,2.33160119992681,"left_right_width"
6,4,5,0.9,0.4,"initial",8,4,2.47092500003055,0.4,1.2,0.5,1.2,1.17124289995991,"left_right_width"
6,3.7,5,0.9,0.1,"initial",9,4,0.976244899909943,0.3,0.3,0.4,0.2,2.96869290014729,"left_right_width"
6,1.8,3,0.7,0.4,"initial",10,3,0.914373199921101,0.1,1,0.1,1,0.412703500129282,"left_right_width"
6,3.2,5,0.7,0.4,"initial",11,4,0.819068300072104,0.1,1.1,0.1,1.1,0.912456499878317,"left_right_width"
6,1.75,5,0.375,0.25,"match",12,4,0.847722599981353,0.25,0.7,0.25,0.4,2.89101739996113,"left_right_width"
6,2.35,5,0.525,0.25,"match",13,5,0.959657800151035,0.3,1.2,0.3,1.2,0.455589400138706,"left_right_width"
6,4,3,1.8,0.4,"match",14,3,0.713034599786624,0.45,0.8,0.25,1.15,4.74683270021342,"left_right_width"
6,2.2,3,0.9,0.4,"initial",15,3,0.815507899969816,0.2,0.9,0.3,0.9,0.923161000013351,"left_right_width"
6,2.9,5,0.7,0.1,"initial",16,4,0.83817939995788,0.3,0.7,0.3,0.7,0.673946800176054,"left_right_width"
6,1.9,5,0.4125,0.25,"match",17,4,0.808939599897712,0.25,1.3,0.25,0.5,3.04583760001697,"left_right_width"
6,1.65,4,0.466666666666667,0.25,"match",18,4,0.806207200046629,0.1,1.2,0.25,0.9,3.44394379993901,"left_right_width"
6,3.7,3,1.8,0.1,"match",19,3,0.749636999797076,0.4,0.8,0.2,1.1,4.59303619991988,"left_right_width"
6,3.1,5,0.675,0.4,"match",20,4,0.825577300041914,0.2,0.4,0.15,0.9,4.86946700001135,"left_right_width"
6,2.8,4,0.9,0.1,"initial",21,4,0.928989100037143,0.3,0.6,0.15,0.8,4.65032760007307,"left_right_width"
6,2.95,4,0.9,0.25,"initial",22,3,0.867815400008112,0.15,1.2,0.15,1.2,0.495790200075135,"left_right_width"
6,3.05,5,0.7,0.25,"initial",23,4,0.844843599945307,0.15,0.7,0.15,0.7,0.327953400090337,"left_right_width"
6,2.8,5,0.675,0.1,"match",24,4,0.815483500016853,0.25,1.2,0.25,1.2,0.220467600040138,"left_right_width"
6,1.5,3,0.7,0.1,"initial",25,2,0.807504400145262,0.3,1.6,0.1,1.4,2.51884740008973,"left_right_width"
6,1.9,4,0.5,0.4,"initial",26,3,0.830455999821424,0.1,1.2,0.4,1.25,3.53375960001722,"left_right_width"
6,1.5,4,0.466666666666667,0.1,"match",27,4,0.833515400066972,0.15,0.3,0.15,0.6,1.61353169986978,"left_right_width"
6,1.65,3,0.7,0.25,"initial",28,2,0.821517700096592,0.4,1.6,0.25,1.4,2.65653080004267,"left_right_width"
6,2.35,4,0.7,0.25,"initial",29,4,1.0296403998509,0.35,0.6,0.35,0.6,0.490750900004059,"left_right_width"
6,1.9,3,0.9,0.1,"initial",30,2,0.848371800035238,0.2,1.6,0.2,1.6,0.414374300045893,"left_right_width"
6,1.75,4,0.5,0.25,"initial",31,3,1.55130949988961,0.1,0.9,0.1,0.9,0.430457600159571,"left_right_width"
6,2.05,4,0.6,0.25,"match",32,3,0.752471199957654,0.35,0.7,0.35,0.7,0.289145999820903,"left_right_width"
6,2.05,3,0.9,0.25,"initial",33,2,0.733596300007775,0.3,1.6,0.3,1.6,0.70494810002856,"left_right_width"
6,3.05,3,1.4,0.25,"match",34,2,0.748334700008854,0.2,1.6,0.25,1.6,0.766627699835226,"left_right_width"
6,1.8,4,0.466666666666667,0.4,"match",35,3,0.975696000037715,0.35,1.2,0.4,0.6,4.50152119994164,"left_right_width"
6,1.9,4,0.6,0.1,"match",36,2,1.00194970006123,0.15,1.6,0.15,1.6,0.961857500020415,"left_right_width"
6,2.2,5,0.525,0.1,"match",37,2,1.14308620011434,0.35,1.6,0.35,1.6,1.36843309993856,"left_right_width"
6,3.1,4,0.9,0.4,"initial",38,2,0.888197000138462,0.15,1.6,0.55,1.3,2.97917559999041,"left_right_width"
6,2.5,5,0.525,0.4,"match",39,4,1.20880759996362,0.35,1.1,0.55,1,4.43992089992389,"left_right_width"
6,3.85,3,1.8,0.25,"match",40,2,1.1344544000458,0.4,1.6,0.4,1.6,0.413984199985862,"left_right_width"
6,1.6,5,0.375,0.1,"match",41,4,1.029395399848,0.3,0.6,0.2,0.9,4.41085459990427,"left_right_width"
6,2.1,5,0.5,0.1,"initial",42,4,0.977613100083545,0.15,1.2,0.15,1.2,0.601234700065106,"left_right_width"
6,1.4,3,0.5,0.4,"initial",43,3,1.21434689988382,0.25,0.4,0.25,0.7,2.17151819984429,"left_right_width"
6,2.25,3,1,0.25,"match",44,2,0.892134800087661,0.25,1.6,0.3,1.6,1.03269000002183,"left_right_width"
6,3.2,3,1.475,0.25,"match",45,2,0.886636899784207,0.4,1.6,0.3,2.4,5.90634689992294,"left_right_width"
6,2.1,3,1,0.1,"match",46,2,3.56997580011375,0.2,1.6,0.25,1.6,0.800537700066343,"left_right_width"
6,1.25,4,0.333333333333333,0.25,"match",47,3,0.83095040009357,0.25,0.9,0.35,0.55,3.11700279987417,"left_right_width"
6,1.1,3,0.5,0.1,"initial",48,2,0.835066800005734,0.25,1.6,0.35,0.7,3.0412004000973,"left_right_width"
6,3.85,5,0.9,0.25,"initial",49,4,1.09667699993588,0.4,1.3,0.4,0.8,1.96563010010868,"left_right_width"
6,2.9,3,1.4,0.1,"match",50,2,0.864220499992371,0.35,1.6,0.2,1.4,3.1012818000745,"left_right_width"
6,2.25,5,0.5,0.25,"initial",51,4,0.877590199932456,0.1,1.2,0.4,1.1,2.04216190008447,"left_right_width"
6,2.2,4,0.6,0.4,"match",52,4,1.00056670000777,0.1,1.3,0.4,1.3,1.43969020014629,"left_right_width"
6,2.95,5,0.675,0.25,"match",53,4,0.81848629983142,0.3,0.4,0.2,0.7,2.94383549992926,"left_right_width"
6,1.65,3,0.7,0.25,"initial",0,2,0.805543399881572,0.15,1.6,0.3,1.6,1.01398449996486,"left_right_width"
6,1.9,4,0.5,0.4,"initial",1,3,1.05220040003769,0.15,1.2,0.4,1.2,1.16692929994315,"left_right_width"
6,1.25,3,0.5,0.25,"initial",2,3,0.77773779979907,0.1,0.8,0.3,0.8,1.27195529988967,"left_right_width"
6,1.75,4,0.5,0.25,"initial",3,3,0.702863099984825,0.2,1.2,0.45,1.2,1.08839460019954,"left_right_width"
6,2.5,5,0.525,0.4,"match",4,4,0.866189100081101,0.3,0.8,0.45,0.8,0.783087200019509,"left_right_width"
6,2.8,5,0.675,0.1,"match",5,3,1.24836129997857,0.15,0.4,0.2,0.65,1.97809699992649,"left_right_width"
6,1.25,4,0.333333333333333,0.25,"match",6,4,0.859127199975774,0.45,0.8,0.25,0.8,2.4533352998551,"left_right_width"
6,2.35,5,0.525,0.25,"match",7,5,0.855732899857685,0.35,0.5,0.25,0.65,2.09925389988348,"left_right_width"
6,3.7,3,1.8,0.1,"match",8,3,0.854780999943614,0.35,0.5,0.35,0.5,0.691425800090656,"left_right_width"
6,2.1,3,1,0.1,"match",9,3,0.648286100011319,0.2,1,0.2,1,0.189256000099704,"left_right_width"
6,1.1,3,0.5,0.1,"initial",10,2,0.776196100050583,0.1,1.6,0.15,1.6,2.3129374999553,"left_right_width"
6,2.2,5,0.525,0.1,"match",11,4,0.81462819990702,0.45,1.1,0.15,1.1,3.19599589984864,"left_right_width"
6,3.85,3,1.8,0.25,"match",12,2,0.745751399779692,0.45,1.6,0.2,3.4,6.12257469980977,"left_right_width"
6,3.85,5,0.9,0.25,"initial",13,4,0.808142600115389,0.25,0.7,0.25,1.8,3.1601299000904,"left_right_width"
6,3.05,3,1.4,0.25,"match",14,2,0.793070599902421,0.1,1.6,0.4,2.6,3.86342649976723,"left_right_width"
6,2.95,5,0.675,0.25,"match",15,4,0.7685128999874,0.4,1,0.3,1.5,2.61012570001185,"left_right_width"
6,2.25,3,1,0.25,"match",16,2,0.858198799891397,0.45,1.6,0.2,1.8,2.56508460012265,"left_right_width"
6,2.4,5,0.5,0.4,"initial",17,4,0.823117500171065,0.4,1.3,0.5,0.8,1.57564920000732,"left_right_width"
6,1.5,4,0.466666666666667,0.1,"match",18,4,0.766271600034088,0.3,0.3,0.4,0.1,3.67826089984737,"left_right_width"
6,3.1,4,0.9,0.4,"initial",19,4,0.776462699985132,0.25,1.1,0.45,1,1.83168320008554,"left_right_width"
6,1.9,4,0.6,0.1,"match",20,3,1.205696699908,0.2,1.1,0.2,1.1,0.56427610013634,"left_right_width"
6,1.1,4,0.333333333333333,0.1,"match",21,3,1.30026809987612,0.2,0.6,0.2,0.6,0.401121199829504,"left_right_width"
6,2.05,4,0.6,0.25,"match",22,3,1.82429610006511,0.15,0.7,0.15,0.7,0.2130535999313,"left_right_width"
6,1.8,4,0.466666666666667,0.4,"match",23,3,1.29028180008754,0.3,0.7,0.35,0.5,3.82889309991151,"left_right_width"
6,1.8,3,0.7,0.4,"initial",24,3,0.846993499901146,0.2,0.8,0.55,0.8,1.70853069983423,"left_right_width"
6,2.35,4,0.7,0.25,"initial",25,3,1.10216000000946,0.1,0.5,0.35,0.7,2.78580090007745,"left_right_width"
6,4,5,0.9,0.4,"initial",26,4,0.80427709990181,0.4,0.8,0.45,0.8,0.67348359990865,"left_right_width"
6,2.8,4,0.9,0.1,"initial",27,3,0.768091100035235,0.3,0.5,0.1,0.9,3.6173772001639,"left_right_width"
6,3.05,5,0.7,0.25,"initial",28,5,0.998921500053257,0.3,1.2,0.35,1.3,2.70295020006597,"left_right_width"
6,2.5,4,0.7,0.4,"initial",29,4,1.05896299984306,0.45,1.2,0.45,1.2,0.680838499916717,"left_right_width"
6,1.4,4,0.383333333333333,0.25,"match",30,3,1.08683449984528,0.2,0.5,0.2,0.5,0.497114199912176,"left_right_width"
6,2.05,3,0.9,0.25,"initial",31,2,0.927002399927005,0.4,1.6,0.4,1.6,0.487108199857175,"left_right_width"
6,1.65,4,0.466666666666667,0.25,"match",32,4,0.939811000134796,0.1,0.7,0.3,0.7,4.72334009991027,"left_right_width"
6,1.9,3,0.9,0.1,"initial",33,2,0.744211199926212,0.45,1.6,0.1,1.6,2.954287200002,"left_right_width"
6,1.4,3,0.5,0.4,"initial",34,2,0.899418799905106,0.2,1.6,0.45,1.8,3.0392797999084,"left_right_width"
6,2.4,3,1,0.4,"match",35,3,1.0252918000333,0.15,0.8,0.4,0.95,2.77534219995141,"left_right_width"
6,3.1,5,0.675,0.4,"match",36,5,1.11904009990394,0.35,1.3,0.5,1,2.27422209992073,"left_right_width"
6,2.95,4,0.9,0.25,"initial",37,4,0.97230609995313,0.35,0.5,0.2,0.9,3.77926769992337,"left_right_width"
6,1.5,3,0.7,0.1,"initial",38,2,0.799333800096065,0.4,1.6,0.25,1.5,2.02829020004719,"left_right_width"
6,1.6,5,0.375,0.1,"match",39,4,0.950401499867439,0.4,0.7,0.2,1.3,2.86200700001791,"left_right_width"
6,3.2,5,0.7,0.4,"initial",40,5,0.963752999901772,0.1,0.9,0.4,0.85,5.22966149984859,"left_right_width"
6,2.2,4,0.7,0.1,"initial",41,3,0.881708799861372,0.45,1.2,0.15,1.1,2.81286659999751,"left_right_width"
6,2.2,4,0.6,0.4,"match",42,4,1.08556109992787,0.15,0.3,0.2,0.7,2.56197119993158,"left_right_width"
6,2.2,3,0.9,0.4,"initial",43,3,0.796703800093383,0.4,0.5,0.3,0.85,3.03553320001811,"left_right_width"
6,1.6,4,0.5,0.1,"initial",44,4,0.836108799790964,0.4,0.9,0.15,1,2.1600076998584,"left_right_width"
6,2.1,5,0.5,0.1,"initial",45,5,0.811861700145528,0.4,1,0.2,1.05,2.87482030014507,"left_right_width"
6,1.9,5,0.4125,0.25,"match",46,5,0.871490699937567,0.35,0.9,0.2,0.9,1.63429119996727,"left_right_width"
6,2.9,5,0.7,0.1,"initial",47,4,0.890847600065172,0.25,0.4,0.05,1,2.46806160011329,"left_right_width"
6,3.2,3,1.475,0.25,"match",48,2,0.796384799992666,0.25,1.6,0.1,1.6,2.57210920006037,"left_right_width"
6,4,3,1.8,0.4,"match",49,3,0.855649200035259,0.25,1.1,0.15,1.15,2.77398949977942,"left_right_width"
6,3.7,5,0.9,0.1,"initial",50,5,0.999610499944538,0.2,1.2,0.1,1.05,2.28801050013863,"left_right_width"
6,1.75,5,0.375,0.25,"match",51,5,0.880402100039646,0.25,1.2,0.3,0.85,2.81171840010211,"left_right_width"
6,2.9,3,1.4,0.1,"match",52,3,0.818438600050285,0.45,1,0.15,0.95,2.71923579997383,"left_right_width"
6,2.25,5,0.5,0.25,"initial",53,4,0.890731000108644,0.25,0.4,0.25,1,1.83055300009437,"left_right_width"
7,3.2,5,0.7,0.4,"initial",0,4,1.83824379998259,0.4,0.6,0.4,0.6,3.84084469988011,"up_down_width"
7,2.05,4,0.6,0.25,"match",1,4,1.57411730010062,0.1,1.2,0.3,1.2,4.18223230005242,"up_down_width"
7,2.25,5,0.5,0.25,"initial",2,4,2.48543889983557,0.15,1.2,0.3,0.8,5.79077799990773,"up_down_width"
7,4,3,1.8,0.4,"match",3,3,1.62793339998461,0.2,1,0.35,1.1,2.73014930007048,"up_down_width"
7,3.2,3,1.475,0.25,"match",4,3,1.42074600001797,0.2,0.4,0.25,0.95,13.2038893999998,"up_down_width"
7,2.4,3,1,0.4,"match",5,3,1.45530060003512,0.15,0.5,0.3,1.05,8.27506679994985,"up_down_width"
7,1.9,5,0.4125,0.25,"match",6,4,2.90745479986072,0.35,0.7,0.25,0.5,9.02694900007918,"up_down_width"
7,2.25,3,1,0.25,"match",7,3,2.13325530011207,0.2,1.2,0.25,1.2,3.03890549996868,"up_down_width"
7,1.65,3,0.7,0.25,"initial",8,3,1.5763640999794,0.4,0.9,0.2,0.8,6.95171759999357,"up_down_width"
7,2.4,5,0.5,0.4,"initial",9,4,1.59281000006013,0.2,0.9,0.4,0.9,5.02955229999498,"up_down_width"
7,3.85,3,1.8,0.25,"match",10,3,1.79938130010851,0.2,1.3,0.2,1.65,4.8940548999235,"up_down_width"
7,1.5,4,0.466666666666667,0.1,"match",11,3,6.0615643998608,0.3,1,0.15,0.7,8.95193860004656,"up_down_width"
7,2.95,4,0.9,0.25,"initial",12,3,6.42065649991855,0.1,0.5,0.15,0.65,4.44769379985519,"up_down_width"
7,1.25,4,0.333333333333333,0.25,"match",13,3,4.17370349983685,0.15,1.1,0.25,0.55,7.10982839995995,"up_down_width"
7,1.6,4,0.5,0.1,"initial",14,4,3.44557860004716,0.15,1.1,0.1,0.5,6.02231969987042,"up_down_width"
7,2.95,5,0.675,0.25,"match",15,5,2.28161239996552,0.2,0.7,0.15,0.7,4.39793259999715,"up_down_width"
7,3.85,5,0.9,0.25,"initial",16,5,5.14778629993089,0.3,1.1,0.15,0.7,6.60472890012898,"up_down_width"
7,1.75,5,0.375,0.25,"match",17,4,4.08152480004355,0.15,0.8,0.25,0.5,4.81441919994541,"up_down_width"
7,3.1,5,0.675,0.4,"match",18,5,5.59366610017605,0.15,0.3,0.25,0.45,5.33465930004604,"up_down_width"
7,2.05,3,0.9,0.25,"initial",19,3,1.66404989990406,0.1,0.8,0.25,0.8,2.30163390003145,"up_down_width"
7,1.8,4,0.466666666666667,0.4,"match",20,3,1.53335479996167,0.35,1.1,0.3,0.35,6.94394450006075,"up_down_width"
7,1.9,3,0.9,0.1,"initial",21,3,1.49055089987814,0.35,0.6,0.1,1.15,5.76572169992141,"up_down_width"
7,2.2,3,0.9,0.4,"initial",22,3,1.66359939984977,0.3,0.8,0.3,0.8,2.93917040014639,"up_down_width"
7,2.9,5,0.7,0.1,"initial",23,4,3.66083860001527,0.1,0.7,0.1,1.1,3.9767140999902,"up_down_width"
7,2.2,4,0.6,0.4,"match",24,4,2.56109200022183,0.45,0.8,0.3,0.6,2.87104060011916,"up_down_width"
7,2.5,4,0.7,0.4,"initial",25,4,1.48668879992329,0.1,1.3,0.4,0.9,4.19435220002197,"up_down_width"
7,2.35,4,0.7,0.25,"initial",26,4,2.0110166000668,0.2,1,0.3,0.6,3.94338489999063,"up_down_width"
7,1.75,4,0.5,0.25,"initial",27,4,1.63415440008976,0.3,0.8,0.25,0.5,3.56688729999587,"up_down_width"
7,1.5,3,0.7,0.1,"initial",28,3,2.21235309983604,0.25,1,0.1,0.7,5.16223399993032,"up_down_width"
7,2.1,5,0.5,0.1,"initial",29,5,1.60482620005496,0.45,1.2,0.0500000000000001,0.8,5.82531289989129,"up_down_width"
7,3.7,3,1.8,0.1,"match",30,2,1.33462229999714,0.1,1.6,0.1,2.1,3.71108609996736,"up_down_width"
7,1.8,3,0.7,0.4,"initial",31,3,1.81019079987891,0.3,0.5,0.2,0.6,7.03330680006184,"up_down_width"
7,1.1,3,0.5,0.1,"initial",32,3,1.81994830002077,0.2,0.8,0.05,0.65,2.37057629995979,"up_down_width"
7,3.1,4,0.9,0.4,"initial",33,4,2.23021150007844,0.3,0.6,0.25,0.9,4.42650709999725,"up_down_width"
7,1.4,4,0.383333333333333,0.25,"match",34,3,2.10344210010953,0.25,0.4,0.25,0.5,3.66569420020096,"up_down_width"
7,2.9,3,1.4,0.1,"match",35,3,2.4561623998452,0.2,0.6,0.1,0.95,5.95453019998968,"up_down_width"
7,2.5,5,0.525,0.4,"match",36,4,1.96657610009424,0.35,1,0.4,0.6,3.80759750003926,"up_down_width"
7,2.1,3,1,0.1,"match",37,3,1.62364360014908,0.35,0.4,0.3,0.65,4.16330670006573,"up_down_width"
7,2.2,4,0.7,0.1,"initial",38,4,1.31166750006378,0.35,0.6,0.1,0.6,3.4635240000207,"up_down_width"
7,3.7,5,0.9,0.1,"initial",39,5,1.63195469998755,0.45,0.6,0.15,0.7,5.38804850005545,"up_down_width"
7,2.35,5,0.525,0.25,"match",40,4,1.65110690006986,0.1,1,0.25,0.7,6.15898379986174,"up_down_width"
7,1.4,3,0.5,0.4,"initial",41,3,1.75550420000218,0.1,0.5,0.35,0.5,3.29890380008146,"up_down_width"
7,1.9,4,0.6,0.1,"match",42,4,1.3469203999266,0.15,1,0.15,0.6,3.70918420003727,"up_down_width"
7,2.2,5,0.525,0.1,"match",43,4,1.76032930007204,0.2,0.4,0.05,0.6,4.45492679998279,"up_down_width"
7,4,5,0.9,0.4,"initial",44,4,13.1931650000624,0.15,0.5,0.2,0.7,10.489227199927,"up_down_width"
7,3.05,3,1.4,0.25,"match",45,3,2.55486470018514,0.4,0.6,0.2,1.05,7.53932729992084,"up_down_width"
7,2.8,4,0.9,0.1,"initial",46,3,1.98620749986731,0.25,1.3,0.1,1.3,1.99935279996134,"up_down_width"
7,1.9,4,0.5,0.4,"initial",47,3,2.14634069986641,0.3,0.6,0.35,0.5,3.73943599988706,"up_down_width"
7,1.25,3,0.5,0.25,"initial",48,3,3.37821700004861,0.1,0.4,0.25,0.4,5.64141020015813,"up_down_width"
7,1.6,5,0.375,0.1,"match",49,3,1.71683409996331,0.15,0.5,0.15,0.35,5.07176600000821,"up_down_width"
7,2.8,5,0.675,0.1,"match",50,5,2.46154319983907,0.15,1.3,0.1,0.95,6.07396760000847,"up_down_width"
7,1.65,4,0.466666666666667,0.25,"match",51,4,1.3476217999123,0.25,0.7,0.15,0.7,4.49051829986274,"up_down_width"
7,1.1,4,0.333333333333333,0.1,"match",52,4,2.54938130010851,0.3,0.5,0.15,0.3,3.63168069999665,"up_down_width"
7,3.05,5,0.7,0.25,"initial",53,4,1.50826570019126,0.25,0.7,0.25,0.7,1.47729509999044,"up_down_width"
7,2.1,3,1,0.1,"match",0,3,1.59157990012318,0.15,0.9,0.1,0.9,1.31906620017253,"up_down_width"
7,2.8,5,0.675,0.1,"match",1,4,0.850921999895945,0.4,1.3,0.1,1,3.02432879991829,"up_down_width"
7,1.65,3,0.7,0.25,"initial",2,3,1.26352000003681,0.3,0.7,0.2,0.7,3.88378699985333,"up_down_width"
7,1.25,4,0.333333333333333,0.25,"match",3,3,1.26752360002138,0.1,0.3,0.2,0.3,3.53647980000824,"up_down_width"
7,3.1,4,0.9,0.4,"initial",4,3,2.45936879981309,0.4,1,0.4,1,3.26967360009439,"up_down_width"
7,2.95,5,0.675,0.25,"match",5,4,1.14174049999565,0.45,0.7,0.35,0.8,3.07985960016958,"up_down_width"
7,1.5,3,0.7,0.1,"initial",6,3,1.09619949990883,0.35,0.5,0.15,0.6,3.50147270015441,"up_down_width"
7,2.25,3,1,0.25,"match",7,3,1.24810110009275,0.15,0.9,0.3,0.9,2.2219637001399,"up_down_width"
7,2.4,5,0.5,0.4,"initial",8,4,1.14780699997209,0.2,0.5,0.35,0.5,4.25189519999549,"up_down_width"
7,1.6,4,0.5,0.1,"initial",9,4,1.34939870005473,0.1,0.9,0.25,0.5,5.83931279997341,"up_down_width"
7,1.9,4,0.6,0.1,"match",10,4,1.1214923998341,0.45,0.8,0.15,0.5,3.69924350013025,"up_down_width"
7,3.7,3,1.8,0.1,"match",11,3,1.23992780013941,0.45,0.8,0.1,1.15,5.50794519996271,"up_down_width"
7,3.7,5,0.9,0.1,"initial",12,4,1.57390820002183,0.3,0.4,0.1,0.8,3.31790859997272,"up_down_width"
7,2.05,4,0.6,0.25,"match",13,4,1.2256275000982,0.35,0.6,0.2,0.6,1.65421760012396,"up_down_width"
7,3.05,5,0.7,0.25,"initial",14,5,1.90553280012682,0.3,0.4,0.15,0.65,3.94090190017596,"up_down_width"
7,2.9,3,1.4,0.1,"match",15,3,1.51290139998309,0.15,1.1,0.15,1.15,2.50661669997498,"up_down_width"
7,1.1,3,0.5,0.1,"initial",16,3,1.63171730004251,0.25,0.5,0.2,0.5,5.78964519989677,"up_down_width"
7,1.8,4,0.466666666666667,0.4,"match",17,3,1.24018139997497,0.2,1,0.4,0.65,4.69257389986888,"up_down_width"
7,3.05,3,1.4,0.25,"match",18,3,1.68636649986729,0.35,1.1,0.2,1.1,2.56010719994083,"up_down_width"
7,2.25,5,0.5,0.25,"initial",19,5,4.07784509984776,0.2,0.5,0.3,0.6,5.44981270004064,"up_down_width"
7,3.1,5,0.675,0.4,"match",20,4,1.1604243000038,0.3,1.3,0.55,0.9,4.66506919986568,"up_down_width"
7,3.85,5,0.9,0.25,"initial",21,5,2.12907659984194,0.15,1.2,0.35,1.2,2.05833829985932,"up_down_width"
7,3.2,5,0.7,0.4,"initial",22,4,1.14075869997032,0.35,1.1,0.4,0.9,4.05424059997313,"up_down_width"
7,1.6,5,0.375,0.1,"match",23,4,1.18467280012555,0.1,1.2,0.1,0.5,3.4411637999583,"up_down_width"
7,2.5,5,0.525,0.4,"match",24,4,1.23960580001585,0.15,0.5,0.35,0.7,3.33302080002613,"up_down_width"
7,1.9,3,0.9,0.1,"initial",25,2,1.24011939996853,0.25,1.6,0.15,1.6,3.34893619990908,"up_down_width"
7,1.65,4,0.466666666666667,0.25,"match",26,4,1.3843439000193,0.25,0.6,0.25,0.4,4.78331280010752,"up_down_width"
7,3.2,3,1.475,0.25,"match",27,3,1.13749980018474,0.2,0.7,0.2,1.05,3.58624370000325,"up_down_width"
7,2.2,4,0.7,0.1,"initial",28,4,1.06017459998839,0.2,0.7,0.05,0.8,1.79825949994847,"up_down_width"
7,2.1,5,0.5,0.1,"initial",29,4,1.10142710013315,0.1,1,0.1,0.7,4.1901446999982,"up_down_width"
7,1.8,3,0.7,0.4,"initial",30,3,1.32763820001855,0.4,1.3,0.35,0.95,4.53490910003893,"up_down_width"
7,2.5,4,0.7,0.4,"initial",31,3,1.23665430000983,0.3,0.8,0.4,0.8,3.08940689987503,"up_down_width"
7,1.4,4,0.383333333333333,0.25,"match",32,3,1.22902549989522,0.2,0.3,0.3,0.45,4.77828319999389,"up_down_width"
7,2.35,4,0.7,0.25,"initial",33,4,1.16625459981151,0.45,0.7,0.3,0.6,3.53405370004475,"up_down_width"
7,2.95,4,0.9,0.25,"initial",34,4,1.20203659986146,0.35,1,0.25,0.6,6.99155869986862,"up_down_width"
7,1.5,4,0.466666666666667,0.1,"match",35,4,1.26360579999164,0.2,1.3,0.1,0.4,5.18230380001478,"up_down_width"
7,2.2,4,0.6,0.4,"match",36,4,1.1334690998774,0.4,0.9,0.2,0.5,6.39671989995986,"up_down_width"
7,2.05,3,0.9,0.25,"initial",37,3,1.24017680017278,0.25,0.9,0.2,0.9,4.1308106998913,"up_down_width"
7,1.9,5,0.4125,0.25,"match",38,2,2.2889813000802,0.35,1.6,0.35,1.6,5.09060070011765,"up_down_width"
7,2.9,5,0.7,0.1,"initial",39,4,1.06679719989188,0.1,0.8,0.15,0.8,2.44734439998865,"up_down_width"
7,2.8,4,0.9,0.1,"initial",40,3,1.47016489994712,0.3,0.6,0.1,0.85,4.72273619985208,"up_down_width"
7,1.75,4,0.5,0.25,"initial",41,4,2.26361549994908,0.25,0.9,0.25,0.5,3.98119179997593,"up_down_width"
7,3.85,3,1.8,0.25,"match",42,3,1.30962960002944,0.2,0.3,0.35,1.2,9.79905929998495,"up_down_width"
7,1.4,3,0.5,0.4,"initial",43,3,2.34870960004628,0.1,0.4,0.3,0.45,3.59751560003497,"up_down_width"
