amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,97.25797220000004,33.959956499999976,None,,,,,,,,,,,,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,num_3,4.437144199999921,num_3,0.25,1.2,0.10000000000000002,0.7,3.60429,25.23005,return,19.07373789999997,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,num_3,4.631958499999882,num_3,0.35,0.5,0.25,0.6,9.01073,21.62576,return,4.860911999999871,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
3,9,10,11,0,0,1,0.9,0.1,2.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,num_2,3.9237717000000885,num_2,0.1,1.6,0.05,1.0,1.80215,36.04293,return,3.3349086999999145,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
5,9.25,9.625,10,10.375,10.75,0.375,0.125,0.25,1.75,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,num_4,1.8850502000000233,num_4,0.4,1.0,0.25000000000000006,0.6,9.01073,21.62576,return,4.846650899999986,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
3,9.5,10,10.5,0,0,0.5,0.4,0.1,1.1,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,num_3,0.9835768000000371,num_3,0.4,1,0.15000000000000008,0.85,5.40644,30.63649,return,3.98188140000002,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
5,8.6,9.3,10,10.7,11.4,0.7,0.29999999999999993,0.4,3.1999999999999997,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,num_4,2.6152291999999306,num_4,0.3,1.2,0.44999999999999996,1.0,16.21932,36.04293,return,3.0534276000000773,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
4,9.5,9.833333333333334,10.166666666666666,10.5,0,0.33333333333333337,0.23333333333333336,0.1,1.1,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,num_4,1.6684126000000106,num_4,0.4,0.7,0.10000000000000007,0.6,3.60429,21.62576,return,3.600576799999999,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
5,9,9.5,10,10.5,11,0.5,0.09999999999999998,0.4,2.4,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,num_4,1.7835621000001538,num_4,0.1,1.1,0.39999999999999997,0.8,14.41717,28.83434,return,3.823451499999919,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
3,8.2,10,11.8,0,0,1.7999999999999998,1.4,0.4,4,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,num_2,1.0211699999999837,num_2,0.35,1.6,0.44999999999999996,1.3,16.21932,46.85581,return,3.2485461000001123,,,,,,,13,21,female,left_right_width,2023_Oct_10_1333,exp1,2021.2.3,60.06283774085927,
