amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_length_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52332409998053,c,174.8380940000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
5,9,9.5,10,10.5,11,0.5,0.1,0.4,2.4,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,num_3,2.0931680999929085,num_3,0.25,0.7,0.15000000000000002,0.7,5.73083,26.74385,return,30.898818699992262,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,num_3,1.8156090999837033,num_3,0.35,1.1,0.25,0.55,9.55138,21.01303,return,10.446809299988672,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
4,9.25,9.75,10.25,10.75,0,0.5,0.1,0.4,1.9000000000000001,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,num_3,2.0346924000186846,num_3,0.25,0.7,0.35,0.65,13.37193,24.83358,return,4.493736700009322,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,num_3,2.190894900006242,num_3,0.35,0.4,0.6,0.8,22.9233,30.5644,return,6.8063250000122935,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,num_4,2.319722299987916,num_4,0.4,0.5,0.55,0.8,21.01303,30.5644,return,4.286701800010633,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
3,9.5,10,10.5,0,0,0.5,0.25,0.25,1.25,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,num_3,2.286345499975141,num_3,0.2,0.4,0.2,0.4,7.6411,15.2822,return,1.05806229999871,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,34.64694530001725,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,initial,36.05,333,351,370,388,0,9,9,9,9,0,,,,,,,0,0,0,0,0,0,0,17,,,,,,,,,,,,num_3,1.9340169000206515,num_3,0.3,1.3,0.3,0.85,11.46165,32.47468,return,4.716844899987336,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,5,9,9.5,10,10.5,11,0.5,0.25,0.25,2.25,10,initial,36.05,324,342,361,379,397,9,9,9,9,9,,,,,,,0,0,0,0,0,1,1,20,,,,,,,,,,,,num_4,1.760409200011054,num_4,0.45,1.0,0.25000000000000006,0.6,9.55138,22.9233,return,10.69446520000929,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,5,9,9.5,10,10.5,11,0.5,0.25,0.25,2.25,10,initial,36.05,324,342,361,379,397,9,9,9,9,9,,,,,,,0,0,0,0,0,2,2,45,,,,,,,,,,,,num_5,2.4786084999796003,num_5,0.3,1.2,0.2,0.65,7.6411,24.83358,return,4.713564999983646,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,3,9.5,10,10.5,0,0,0.5,0.25,0.25,1.25,10,initial,36.05,342,361,379,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,num_3,1.8090825999970548,num_3,0.25,0.6,0.25,0.6,9.55138,22.9233,return,1.733013499993831,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
,,,,,,,,,,,,,,,,5,9,9.5,10,10.5,11,0.5,0.25,0.25,2.25,10,initial,36.05,324,342,361,379,397,9,9,9,9,9,,,,,,,0,0,0,0,0,4,4,52,,,,,,,,,,,,num_4,1.7914103000075556,num_4,0.35,1.0,0.2,0.7,7.6411,26.74385,return,6.0365456999861635,,,,,,,,,,,,,,,,,902,19,female,up_down_width,2024-10-11_18h39.59.229,exp1,2023.1.0,59.99487643695273,
