amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_length_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.961275800131261,c,118.05821799999103,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,num_3,1.8921954000834376,num_3,0.2,1.3,0.2,1.35,7.6411,51.57743,return,28.592099300120026,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
4,9.25,9.75,10.25,10.75,0,0.5,0.1,0.4,1.9000000000000001,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,num_4,1.1132515999488533,num_4,0.35,0.5,0.25,0.5,9.55138,19.10275,return,5.7506505001802,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,num_3,0.8602630998939276,num_3,0.25,0.3,0.15000000000000002,0.85,5.73083,32.47468,return,20.904808799969032,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
3,9.5,10,10.5,0,0,0.5,0.25,0.25,1.25,10,9,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,num_3,0.5296938000246882,num_3,0.5,0.9,0.25000000000000006,1.1,9.55138,42.02605,return,6.420539299957454,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
5,9,9.5,10,10.5,11,0.5,0.1,0.4,2.4,10,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,num_4,0.7753413000609726,num_4,0.25,1.1,0.35,0.5,13.37193,19.10275,return,7.990732699865475,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
4,9.25,9.75,10.25,10.75,0,0.5,0.25,0.25,1.75,10,9,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,num_4,0.96443000016734,num_4,0.25,1.0,0.3,0.6,11.46165,22.9233,return,8.601236699847504,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,66.13125050021335,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,0,0,0,0,0,0,0,26,,,,,,,,,,,,num_4,1.4682499999180436,num_4,0.5,0.9,0.5,0.8,19.10275,30.5644,return,9.775800500065088,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,0,0,0,0,0,1,1,41,,,,,,,,,,,,num_4,0.8964169998653233,num_4,0.25,1.3,0.39999999999999997,0.8,15.2822,30.5644,return,6.888389499858022,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,,,num_3,0.7786896000616252,num_3,0.45,1.2,0.45,0.85,17.19248,32.47468,return,4.214922399958596,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,0,0,0,0,0,3,3,50,,,,,,,,,,,,num_5,0.7679278999567032,num_5,0.2,0.8,0.35,0.7,13.37193,26.74385,return,6.63395330007188,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,4,4,28,,,,,,,,,,,,num_3,1.036296600010246,num_3,0.45,1.3,0.45,0.85,17.19248,32.47468,return,4.892501699971035,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,num_3,0.4750482998788357,num_3,0.35,0.8,0.44999999999999996,0.8,17.19248,30.5644,return,7.840409100055695,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,num_3,0.8517691001761705,num_3,0.2,1.2,0.44999999999999996,0.85,17.19248,32.47468,return,5.932200400158763,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,0,0,0,0,0,7,7,49,,,,,,,,,,,,num_5,0.6993768999818712,num_5,0.3,1.0,0.44999999999999996,0.95,17.19248,36.29523,return,6.791813000105321,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,num_3,0.7117693999316543,num_3,0.5,1.1,0.5,1.0,19.10275,38.2055,return,3.86572919995524,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,0,0,0,0,0,9,9,42,,,,,,,,,,,,num_4,0.7910257999319583,num_4,0.2,1.0,0.39999999999999997,0.9,15.2822,34.38495,return,6.114270500140265,,,,,,,,,,,,,,,,,910,,male,left_right_width,2024-10-21_09h39.39.855,exp1,2023.1.0,59.978467719744366,
